# This file is derived from: https://green.adam.ne.jp/roomazi/namae.html

# family names
あい,Ai
そめかわ,Somekawa
そめたに,Sometani
そめの,Someno
そめや,Someya
そや,Soya
そやま,Soyama
そら,Sora
そらち,Sorati
そりた,Sorita
そりまち,Sorimati
そわ,Sowa
たい,Tai
だい,Dai
だいあん,Daian
たいおか,Taioka
だいおか,Daioka
だいおく,Daioku
たいが,Taiga
だいか,Daika
だいかく,Daikaku
だいがく,Daigaku
だいかわ,Daikawa
だいき,Daiki
だいく,Daiku
だいくはら,Daikuhara
たいけ,Taike
だいけ,Daike
たいこ,Taiko
だいご,Daigo
だいこく,Daikoku
だいさい,Daisai
だいさか,Daisaka
だいさき,Daisaki
だいじょう,Daizyô
だいた,Daita
だいだ,Daida
だいたに,Daitani
だいちょう,Daityô
だいと,Daito
たいどう,Taidô
だいとう,Daitô
だいどう,Daidô
だいとく,Daitoku
たいなか,Tainaka
だいなか,Dainaka
だいば,Daiba
だいはた,Daihata
だいばた,Daibata
だいばたけ,Daibatake
だいふく,Daihuku
だいぼう,Daibô
たいま,Taima
だいまる,Daimaru
だいもと,Daimoto
だいもん,Daimon
だいや,Daiya
たいら,Taira
たいらぎ,Tairagi
だいらく,Dairaku
たいらもと,Tairamoto
たうえ,Taue
たうち,Tauti
たうら,Taura
たお,Tao
たおか,Taoka
たか,Taka
たが,Taga
たかい,Takai
たかいし,Takaisi
たかいち,Takaiti
たかいわ,Takaiwa
たかうち,Takauti
たかうら,Takaura
たかえ,Takae
たかえす,Takaesu
たかお,Takao
たかおか,Takaoka
たかがい,Takagai
たかがき,Takagaki
たかがわ,Takagawa
たかき,Takaki
たかぎ,Takagi
たがき,Tagaki
たかぎし,Takagisi
たかきゅう,Takakyû
たかぎわ,Takagiwa
たかく,Takaku
たかくさき,Takakusaki
たかくさぎ,Takakusagi
たかぐち,Takaguti
たかくら,Takakura
たかくわ,Takakuwa
たかさか,Takasaka
たかさき,Takasaki
たかざき,Takazaki
たかさご,Takasago
たかさわ,Takasawa
たかざわ,Takazawa
たかし,Takasi
たかじ,Takazi
たかしお,Takasio
たかした,Takasita
たかしな,Takasina
たかしば,Takasiba
たかしま,Takasima
たかじま,Takazima
たかじょう,Takazyô
たかしら,Takasira
たがしら,Tagasira
たかしろ,Takasiro
たかす,Takasu
たかすか,Takasuka
たかすぎ,Takasugi
たかせ,Takase
たかぞの,Takazono
たかた,Takata
たかだ,Takada
たがた,Tagata
たかたに,Takatani
たかだま,Takadama
たかち,Takati
たかつ,Takatu
たかつか,Takatuka
たかつき,Takatuki
たかつじ,Takatuzi
たかでら,Takadera
たかど,Takado
たかとう,Takatô
たかとお,Takatô
たかとり,Takatori
たかなし,Takanasi
たかなべ,Takanabe
たかなみ,Takanami
たかに,Takani
たかにし,Takanisi
たかね,Takane
たかねざわ,Takanezawa
たかの,Takano
たかのはし,Takanohasi
たかは,Takaha
たかば,Takaba
たかはぎ,Takahagi
たかはし,Takahasi
たかはた,Takahata
たかばた,Takabata
たかはたけ,Takahatake
たかばたけ,Takabatake
たかはま,Takahama
たかばやし,Takabayasi
たかはら,Takahara
たかひさ,Takahisa
たかひら,Takahira
たかふじ,Takahuzi
たかべ,Takabe
たかま,Takama
たかまつ,Takamatu
たかまる,Takamaru
たかみ,Takami
たがみ,Tagami
たかみさわ,Takamisawa
たかみざわ,Takamizawa
たかみず,Takamizu
たかみち,Takamiti
たかみね,Takamine
たかみや,Takamiya
たかむら,Takamura
たかもと,Takamoto
たかもり,Takamori
たかや,Takaya
たがや,Tagaya
たかやぎ,Takayagi
たかやしき,Takayasiki
たかやす,Takayasu
たかやなぎ,Takayanagi
たかやま,Takayama
たかよし,Takayosi
たから,Takara
たからだ,Takarada
たからべ,Takarabe
たかわ,Takawa
たがわ,Tagawa
たき,Taki
たきい,Takii
たきうち,Takiuti
たきがみ,Takigami
たきかわ,Takikawa
たきがわ,Takigawa
たきぐち,Takiguti
たきさわ,Takisawa
たきざわ,Takizawa
たきした,Takisita
たきしま,Takisima
たきせ,Takise
たきた,Takita
たきだ,Takida
たきたに,Takitani
たきつ,Takitu
たきとう,Takitô
たきなみ,Takinami
たきの,Takino
たきはら,Takihara
たきむら,Takimura
たきもと,Takimoto
たきや,Takiya
たきやま,Takiyama
たくさがわ,Takusagawa
たくさり,Takusari
たくしま,Takusima
たくち,Takuti
たぐち,Taguti
たくの,Takuno
たくぼ,Takubo
たくま,Takuma
たぐま,Taguma
たくみ,Takumi
たくら,Takura
たぐり,Taguri
たくわ,Takuwa
たけ,Take
たけい,Takei
たけいし,Takeisi
たけいち,Takeiti
たけうじ,Takeuzi
たけうち,Takeuti
たけえ,Takee
たけお,Takeo
たけおか,Takeoka
たけがき,Takegaki
たけがはら,Takegahara
たけがみ,Takegami
たけかわ,Takekawa
たけがわ,Takegawa
たけくち,Takekuti
たけぐち,Takeguti
たけくま,Takekuma
たけこし,Takekosi
たけごし,Takegosi
たけさき,Takesaki
たけざき,Takezaki
たけさこ,Takesako
たけさわ,Takesawa
たけざわ,Takezawa
たけし,Takesi
たけしげ,Takesige
たけした,Takesita
たけしま,Takesima
たけじま,Takezima
たけすえ,Takesue
たけぞえ,Takezoe
たけた,Taketa
たけだ,Takeda
たけたに,Taketani
たけだに,Takedani
たけち,Taketi
たけとう,Taketô
たけとみ,Taketomi
たけなか,Takenaka
たけなが,Takenaga
たけなみ,Takenami
たけの,Takeno
たけのうち,Takenouti
たけのした,Takenosita
たけはな,Takehana
たけばな,Takebana
たけはやし,Takehayasi
たけばやし,Takebayasi
たけはら,Takehara
たけひさ,Takehisa
たけひら,Takehira
たけふ,Takehu
たけふじ,Takehuzi
たけぶち,Takebuti
たけべ,Takebe
たけまえ,Takemae
たけまさ,Takemasa
たけまつ,Takematu
たけむら,Takemura
たけもと,Takemoto
たけもり,Takemori
たけや,Takeya
たけやす,Takeyasu
たけやま,Takeyama
たけわき,Takewaki
たご,Tago
たごう,Tagô
たごもり,Tagomori
たさか,Tasaka
たさき,Tasaki
たざき,Tazaki
たさわ,Tasawa
たざわ,Tazawa
たじ,Tazi
たした,Tasita
たじつ,Tazitu
たしま,Tasima
たじま,Tazima
たじみ,Tazimi
たしも,Tasimo
たしょ,Tasyo
たじり,Taziri
たしろ,Tasiro
たせ,Tase
たせい,Tasei
たぞえ,Tazoe
たた,Tata
ただ,Tada
ただうち,Tadauti
ただき,Tadaki
たたに,Tatani
ただに,Tadani
たたの,Tatano
ただの,Tadano
たたら,Tatara
たち,Tati
たちいし,Tatiisi
たちいり,Tatiiri
たぢか,Tazika
たちかわ,Tatikawa
たちき,Tatiki
たちぎ,Tatigi
たちざき,Tatizaki
たちの,Tatino
たちはな,Tatihana
たちばな,Tatibana
たちはら,Tatihara
たちべ,Tatibe
たちやま,Tatiyama
たちわな,Tatiwana
たつ,Tatu
たついし,Tatuisi
たつうみ,Tatuumi
たつおか,Tatuoka
たつか,Tatuka
たつかわ,Tatukawa
たつがわ,Tatugawa
たつき,Tatuki
たつぐち,Tatuguti
たっこ,Takko
たつざわ,Tatuzawa
たつしま,Tatusima
たった,Tatta
たつた,Tatuta
たつだ,Tatuda
たつの,Tatuno
たつはら,Tatuhara
たつみ,Tatumi
たつもと,Tatumoto
たつやま,Tatuyama
たて,Tate
だて,Date
たていし,Tateisi
たていわ,Tateiwa
たておか,Tateoka
たてかわ,Tatekawa
たてがわ,Tategawa
たてだ,Tateda
たでぬま,Tadenuma
たての,Tateno
たてばやし,Tatebayasi
たてはら,Tatehara
たてべ,Tatebe
たてまつ,Tatematu
たてみち,Tatemiti
たてやま,Tateyama
だてやま,Dateyama
たてわき,Tatewaki
たどう,Tadô
たところ,Tatokoro
たどころ,Tadokoro
たなあみ,Tanaami
たない,Tanai
たなか,Tanaka
たなぎ,Tanagi
たなせ,Tanase
たなだ,Tanada
たなはし,Tanahasi
たなばし,Tanabasi
たなはら,Tanahara
たなぶ,Tanabu
たなべ,Tanabe
たなまち,Tanamati
たなむら,Tanamura
たに,Tani
たにあい,Taniai
たにい,Tanii
たにうち,Taniuti
たにお,Tanio
たにおか,Tanioka
たにおく,Tanioku
たにがき,Tanigaki
たにがみ,Tanigami
たにかわ,Tanikawa
たにがわ,Tanigawa
たにくち,Tanikuti
たにぐち,Taniguti
たにこし,Tanikosi
たにさき,Tanisaki
たにざき,Tanizaki
たにさわ,Tanisawa
たにざわ,Tanizawa
たにした,Tanisita
たにしま,Tanisima
たにじま,Tanizima
たにた,Tanita
たにだ,Tanida
たにつ,Tanitu
たにづ,Tanizu
たにとう,Tanitô
たにない,Taninai
たになか,Taninaka
たにの,Tanino
たにはた,Tanihata
たにばた,Tanibata
たにはら,Tanihara
たにひら,Tanihira
たにふじ,Tanihuzi
たにぶち,Tanibuti
たにまち,Tanimati
たにみず,Tanimizu
たにむら,Tanimura
たにもと,Tanimoto
たにやま,Taniyama
たにわき,Taniwaki
たぬま,Tanuma
たねいち,Taneiti
たねた,Taneta
たねだ,Taneda
たねむら,Tanemura
たねもと,Tanemoto
たの,Tano
たのい,Tanoi
たのうえ,Tanoue
たのうち,Tanouti
たのうら,Tanoura
たのかみ,Tanokami
たのくら,Tanokura
たば,Taba
たばし,Tabasi
たはた,Tahata
たばた,Tabata
たばたけ,Tabatake
たばやし,Tabayasi
たはら,Tahara
たばら,Tabara
たばる,Tabaru
たひら,Tahira
たびら,Tabira
たぶせ,Tabuse
たぶち,Tabuti
たべ,Tabe
たべい,Tabei
たま,Tama
たまい,Tamai
たまおか,Tamaoka
たまおき,Tamaoki
たまがき,Tamagaki
たまかわ,Tamakawa
たまがわ,Tamagawa
たまき,Tamaki
たまぎ,Tamagi
たまぐすく,Tamagusuku
たまこし,Tamakosi
たまざき,Tamazaki
たまざわ,Tamazawa
たましろ,Tamasiro
たまた,Tamata
たまだ,Tamada
たまたに,Tamatani
たまち,Tamati
たまて,Tamate
たまなは,Tamanaha
たまの,Tamano
たまみず,Tamamizu
たまむら,Tamamura
たまもと,Tamamoto
たまや,Tamaya
たまやま,Tamayama
たまよせ,Tamayose
たまり,Tamari
たまる,Tamaru
たみや,Tamiya
たむかい,Tamukai
たむら,Tamura
ためがい,Tamegai
ためじま,Tamezima
たもつ,Tamotu
たもと,Tamoto
たもり,Tamori
たや,Taya
たやま,Tayama
たら,Tara
たるい,Tarui
たるかわ,Tarukawa
たるたに,Tarutani
たるみ,Tarumi
たるもと,Tarumoto
たわ,Tawa
たわた,Tawata
たわだ,Tawada
たわら,Tawara
たわらや,Tawaraya
たん,Tan
だん,Dan
だんうら,Dan'ura
たんげ,Tange
たんご,Tango
たんざわ,Tanzawa
たんじ,Tanzi
だんじょう,Danzyô
たんだ,Tanda
だんづか,Danzuka
たんどう,Tandô
たんない,Tannai
たんの,Tanno
だんの,Danno
たんば,Tanba
たんぱ,Tanpa
だんばら,Danbara
たんぼ,Tanbo
たんぽ,Tanpo
ちあき,Tiaki
ちか,Tika
ちかいし,Tikaisi
ちかえ,Tikae
ちかおか,Tikaoka
ちがさき,Tigasaki
ちかざわ,Tikazawa
ちかた,Tikata
ちかだ,Tikada
ちかの,Tikano
ちかふじ,Tikahuzi
ちかまつ,Tikamatu
ちかみ,Tikami
ちかもと,Tikamoto
ちかもり,Tikamori
ちからいし,Tikaraisi
ちかわ,Tikawa
ちぎら,Tigira
ちく,Tiku
ちくい,Tikui
ちくご,Tikugo
ちぐさ,Tigusa
ちくし,Tikusi
ちくじ,Tikuzi
ちくだ,Tikuda
ちくま,Tikuma
ちくもと,Tikumoto
ちさか,Tisaka
ちしま,Tisima
ちしろ,Tisiro
ちだ,Tida
ちぢいわ,Tiziiwa
ちちぶ,Titibu
ちぢまつ,Tizimatu
ちぢわ,Tiziwa
ちづか,Tizuka
ちとせ,Titose
ちどり,Tidori
ちな,Tina
ちねん,Tinen
ちの,Tino
ちのせ,Tinose
ちのね,Tinone
ちば,Tiba
ちばな,Tibana
ちはら,Tihara
ちむら,Timura
ちもと,Timoto
ちや,Tiya
ちゃき,Tyaki
ちゃぎ,Tyagi
ちゃたに,Tyatani
ちゃだに,Tyadani
ちゃや,Tyaya
ちゅうじ,Tyûzi
ちゅうじょう,Tyûzyô
ちゅうだ,Tyûda
ちゅうない,Tyûnai
ちゅうばち,Tyûbati
ちゅうま,Tyûma
ちゅうまん,Tyûman
ちよ,Tiyo
ちょう,Tyô
ちょうい,Tyôi
ちょうかい,Tyôkai
ちょうさ,Tyôsa
ちょうじま,Tyôzima
ちょうた,Tyôta
ちょうだ,Tyôda
ちょうたに,Tyôtani
ちょうない,Tyônai
ちょうなん,Tyônan
ちょうの,Tyôno
ちょうはし,Tyôhasi
ちょうはら,Tyôhara
ちょうま,Tyôma
ちょうや,Tyôya
ちょうやま,Tyôyama
ちょく,Tyoku
ちよざき,Tiyozaki
ちよだ,Tiyoda
ちわた,Tiwata
ちんだ,Tinda
ついき,Tuiki
ついひじ,Tuihizi
つうら,Tuura
つえ,Tue
つえむら,Tuemura
つか,Tuka
つが,Tuga
つかぐち,Tukaguti
つかごえ,Tukagoe
つかこし,Tukakosi
つかごし,Tukagosi
つかさ,Tukasa
つかさき,Tukasaki
つかざき,Tukazaki
つかた,Tukata
つかだ,Tukada
つがね,Tugane
つかの,Tukano
つかはら,Tukahara
つがみ,Tugami
つがむら,Tugamura
つかもと,Tukamoto
つかや,Tukaya
つかやま,Tukayama
つがわ,Tugawa
つかわき,Tukawaki
つきい,Tukii
つきおか,Tukioka
つきじ,Tukizi
つきしま,Tukisima
つきた,Tukita
つきだ,Tukida
つぎた,Tugita
つきたり,Tukitari
つきなが,Tukinaga
つきの,Tukino
つきはら,Tukihara
つきむら,Tukimura
つきもと,Tukimoto
つきもり,Tukimori
つきやま,Tukiyama
つくい,Tukui
つくえ,Tukue
つくた,Tukuta
つくだ,Tukuda
つくば,Tukuba
つくも,Tukumo
つげ,Tuge
つさか,Tusaka
つさき,Tusaki
つざき,Tuzaki
つじ,Tuzi
つじい,Tuzii
つじいえ,Tuziie
つじうち,Tuziuti
つじお,Tuzio
つじおか,Tuzioka
つじかみ,Tuzikami
つじがみ,Tuzigami
つじかわ,Tuzikawa
つじがわ,Tuzigawa
つじぐち,Tuziguti
つじくぼ,Tuzikubo
つじさき,Tuzisaki
つしだ,Tusida
つじた,Tuzita
つじたに,Tuzitani
つじなか,Tuzinaka
つじの,Tuzino
つじばやし,Tuzibayasi
つじはら,Tuzihara
つしま,Tusima
つじむら,Tuzimura
つじもと,Tuzimoto
つじや,Tuziya
つじやま,Tuziyama
つた,Tuta
つだ,Tuda
つたえ,Tutae
つたや,Tutaya
つちい,Tutii
つちえ,Tutie
つちかど,Tutikado
つちかわ,Tutikawa
つちくら,Tutikura
つちこ,Tutiko
つちだ,Tutida
つちたに,Tutitani
つちなが,Tutinaga
つちはし,Tutihasi
つちばし,Tutibasi
つちむら,Tutimura
つちもち,Tutimoti
つちもと,Tutimoto
つちや,Tutiya
つちやま,Tutiyama
つつい,Tutui
つづき,Tuzuki
つづく,Tuzuku
つつみ,Tutumi
つづみ,Tuzumi
つつみだ,Tutumida
つどめ,Tudome
つな,Tuna
つなかわ,Tunakawa
つなき,Tunaki
つなしま,Tunasima
つなじま,Tunazima
つなみ,Tunami
つなもと,Tunamoto
つね,Tune
つねいし,Tuneisi
つねおか,Tuneoka
つねかわ,Tunekawa
つねき,Tuneki
つねずみ,Tunezumi
つねた,Tuneta
つねだ,Tuneda
つねまつ,Tunematu
つねみ,Tunemi
つねもと,Tunemoto
つねやま,Tuneyama
つねよし,Tuneyosi
つの,Tuno
つのい,Tunoi
つのうえ,Tunoue
つのうら,Tunoura
つのかけ,Tunokake
つのかわ,Tunokawa
つのた,Tunota
つのだ,Tunoda
つのたに,Tunotani
つのや,Tunoya
つは,Tuha
つばい,Tubai
つばき,Tubaki
つばきはら,Tubakihara
つばきもと,Tubakimoto
つばきやま,Tubakiyama
つはこ,Tuhako
つばた,Tubata
つはら,Tuhara
つぶら,Tubura
つぶらや,Tuburaya
つぼ,Tubo
つぼい,Tuboi
つぼうち,Tubouti
つぼかわ,Tubokawa
つぼくら,Tubokura
つぼしま,Tubosima
つぼた,Tubota
つぼね,Tubone
つぼの,Tubono
つぼや,Tuboya
つぼやま,Tuboyama
つまがり,Tumagari
つまき,Tumaki
つみた,Tumita
つむら,Tumura
つむらや,Tumuraya
つもと,Tumoto
つもり,Tumori
つや,Tuya
つやま,Tuyama
つゆき,Tuyuki
つゆぐち,Tuyuguti
つゆざき,Tuyuzaki
つゆもと,Tuyumoto
つり,Turi
つりや,Turiya
つる,Turu
つるい,Turui
つるおか,Turuoka
つるが,Turuga
つるがい,Turugai
つるかめ,Turukame
つるがや,Turugaya
つるかわ,Turukawa
つるき,Turuki
つるさき,Turusaki
つるざき,Turuzaki
つるざわ,Turuzawa
つるしま,Turusima
つるぞの,Turuzono
つるた,Turuta
つるだ,Turuda
つるたに,Turutani
つるどめ,Turudome
つるの,Turuno
つるはら,Turuhara
つるま,Turuma
つるまき,Turumaki
つるまる,Turumaru
つるみ,Turumi
つるもと,Turumoto
つるや,Turuya
つるやま,Turuyama
でい,Dei
でがわ,Degawa
でき,Deki
でくち,Dekuti
でぐち,Deguti
でぐら,Degura
でさき,Desaki
でざき,Dezaki
てしがはら,Tesigahara
てしがわら,Tesigawara
てしば,Tesiba
てしま,Tesima
てじま,Tezima
でじま,Dezima
てしろぎ,Tesirogi
てずか,Tezuka
てつか,Tetuka
てづか,Tezuka
での,Deno
ではら,Dehara
でまち,Demati
でみず,Demizu
でむら,Demura
でやま,Deyama
てらい,Terai
てらうえ,Teraue
てらうち,Terauti
てらうら,Teraura
てらお,Terao
てらおか,Teraoka
てらかど,Terakado
てらかわ,Terakawa
てらがわ,Teragawa
てらぐち,Teraguti
てらくら,Terakura
てらさか,Terasaka
てらさき,Terasaki
てらざき,Terazaki
てらさわ,Terasawa
てらざわ,Terazawa
てらし,Terasi
てらじ,Terazi
てらした,Terasita
てらしま,Terasima
てらじま,Terazima
てらぞの,Terazono
てらた,Terata
てらだ,Terada
てらたに,Teratani
てらち,Terati
てらで,Terade
てらど,Terado
てらなか,Teranaka
てらにし,Teranisi
てらの,Terano
てらばやし,Terabayasi
てらはら,Terahara
てらばる,Terabaru
てらべ,Terabe
てらまえ,Teramae
てらまち,Teramati
てらむら,Teramura
てらもと,Teramoto
てらもん,Teramon
てらやま,Terayama
てらわき,Terawaki
てるい,Terui
てるうち,Teruuti
てるきな,Terukina
てるぬま,Terunuma
てるもと,Terumoto
てるや,Teruya
てるやま,Teruyama
でわ,Dewa
でん,Den
てんかわ,Tenkawa
てんがん,Tengan
てんじん,Tenzin
でんだ,Denda
てんどう,Tendô
でんどう,Dendô
てんの,Tenno
でんの,Denno
てんぱく,Tenpaku
でんひら,Denhira
でんびら,Denbira
でんぽう,Denpô
てんま,Tenma
とい,Toi
どい,Doi
どいさき,Doisaki
といし,Toisi
といた,Toita
といだ,Toida
とう,Tô
とういん,Tôin
とうえ,Tôe
とうえい,Tôei
どうおか,Dôoka
とうかい,Tôkai
とうかいりん,Tôkairin
とうかわ,Tôkawa
とうがわ,Tôgawa
とうぐち,Tôguti
どうぐち,Dôguti
とうくら,Tôkura
とうげ,Tôge
どうけ,Dôke
どうげ,Dôge
どうこ,Dôko
とうごう,Tôgô
とうこく,Tôkoku
とうさか,Tôsaka
どうさか,Dôsaka
とうさき,Tôsaki
とうざき,Tôzaki
どうざき,Dôzaki
とうじ,Tôzi
どうした,Dôsita
とうしま,Tôsima
とうじま,Tôzima
とうじょう,Tôzyô
どうじょう,Dôzyô
とうじんばら,Tôzinbara
どうぞの,Dôzono
とうだ,Tôda
どうだ,Dôda
とうたけ,Tôtake
とうたに,Tôtani
とうち,Touti
とうで,Tôde
とうでん,Tôden
とうどう,Tôdô
とうない,Tônai
とうね,Tône
とうの,Tôno
どうのうえ,Dônoue
とうはた,Tôhata
とうはら,Tôhara
とうばら,Tôbara
とうばる,Tôbaru
とうひら,Tôhira
とうへい,Tôhei
とうぼう,Tôbô
とうま,Tôma
どうまえ,Dômae
とうまつ,Tômatu
どうまる,Dômaru
とうみね,Tômine
とうめ,Tôme
とうもと,Tômoto
どうもと,Dômoto
とうもり,Tômori
とうや,Tôya
とうやま,Tôyama
どうやま,Dôyama
どうりん,Dôrin
どうわき,Dôwaki
とえだ,Toeda
とおい,Tôi
とおごう,Tôgô
とおだ,Tôda
とおたけ,Tôtake
とおとみ,Tôtomi
とおの,Tôno
とおみね,Tômine
とおみや,Tômiya
とおや,Tôya
とおやま,Tôyama
とがさき,Togasaki
とかじ,Tokazi
とがし,Togasi
とかしき,Tokasiki
とかの,Tokano
とかみ,Tokami
とがみ,Togami
とがり,Togari
とかわ,Tokawa
とがわ,Togawa
とき,Toki
とぎ,Togi
どき,Doki
どぎ,Dogi
ときえだ,Tokieda
ときおか,Tokioka
ときた,Tokita
ときだ,Tokida
ときつ,Tokitu
ときとう,Tokitô
ときまつ,Tokimatu
ときもと,Tokimoto
ときよし,Tokiyosi
ときわ,Tokiwa
とく,Toku
とくい,Tokui
とくえ,Tokue
とくおか,Tokuoka
とくがわ,Tokugawa
とくしげ,Tokusige
とくしま,Tokusima
とくた,Tokuta
とくだ,Tokuda
とくたけ,Tokutake
とくち,Tokuti
とぐち,Toguti
とくとみ,Tokutomi
とくとめ,Tokutome
とくどめ,Tokudome
とくなが,Tokunaga
とくの,Tokuno
とくのう,Tokunô
とくはし,Tokuhasi
とくはら,Tokuhara
とくばら,Tokubara
とくひさ,Tokuhisa
